Incident_Id,Bias,Cluster
165208,Anti-Black or African American,Racial or Ethnicity
165209,Anti-Gay (Male),Sexual Orientation
165211,Anti-Gay (Male),Sexual Orientation
165212,Anti-Black or African American,Racial or Ethnicity
165213,Anti-Gay (Male),Sexual Orientation
165210,Anti-Black or African American,Racial or Ethnicity
165214,Anti-Black or African American,Racial or Ethnicity
165215,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165216,Anti-Gay (Male),Sexual Orientation
165217,Anti-Gay (Male),Sexual Orientation
165217,Anti-Mental Disability,Disability
165218,Anti-Black or African American,Racial or Ethnicity
165621,Anti-Mental Disability,Disability
165622,Anti-Black or African American,Racial or Ethnicity
165623,Anti-Catholic,Religion or Belief
165624,Anti-White,Racial or Ethnicity
165625,Anti-Other Religion,Religion or Belief
165626,Anti-White,Racial or Ethnicity
165627,Anti-White,Racial or Ethnicity
165628,Anti-White,Racial or Ethnicity
165629,Anti-White,Racial or Ethnicity
165630,Anti-White,Racial or Ethnicity
165631,Anti-Black or African American,Racial or Ethnicity
165632,Anti-White,Racial or Ethnicity
165633,Anti-White,Racial or Ethnicity
165634,Anti-Lesbian (Female),Sexual Orientation
165635,Anti-Lesbian (Female),Sexual Orientation
165636,Anti-Black or African American,Racial or Ethnicity
165637,Anti-Black or African American,Racial or Ethnicity
165638,Anti-American Indian or Alaska Native,Racial or Ethnicity
165639,"Anti-Multiple Religions, Group",Religion or Belief
165640,Anti-Asian,Racial or Ethnicity
165641,Anti-Black or African American,Racial or Ethnicity
165642,"Anti-Multiple Races, Group",Racial or Ethnicity
165643,Anti-Jewish,Religion or Belief
165644,Anti-White,Racial or Ethnicity
165645,Anti-Black or African American,Racial or Ethnicity
165646,Anti-Black or African American,Racial or Ethnicity
165647,Anti-Black or African American,Racial or Ethnicity
165648,"Anti-Multiple Races, Group",Racial or Ethnicity
165649,Anti-Protestant,Religion or Belief
165650,Anti-Black or African American,Racial or Ethnicity
165651,Anti-Gay (Male),Sexual Orientation
165652,Anti-Black or African American,Racial or Ethnicity
165653,Anti-Black or African American,Racial or Ethnicity
165654,Anti-Black or African American,Racial or Ethnicity
165655,Anti-Lesbian (Female),Sexual Orientation
165656,Anti-Black or African American,Racial or Ethnicity
165657,Anti-Black or African American,Racial or Ethnicity
165658,Anti-White,Racial or Ethnicity
165659,Anti-White,Racial or Ethnicity
165660,Anti-Black or African American,Racial or Ethnicity
165661,Anti-Black or African American,Racial or Ethnicity
165662,Anti-Gay (Male),Sexual Orientation
165663,Anti-Asian,Racial or Ethnicity
165664,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165665,"Anti-Multiple Races, Group",Racial or Ethnicity
165666,Anti-Jewish,Religion or Belief
165667,Anti-Black or African American,Racial or Ethnicity
165668,Anti-Hispanic or Latino,Racial or Ethnicity
165669,Anti-Gay (Male),Sexual Orientation
165670,Anti-White,Racial or Ethnicity
165671,Anti-Black or African American,Racial or Ethnicity
165672,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165673,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165674,Anti-Black or African American,Racial or Ethnicity
165675,Anti-Female,Gender
165676,Anti-Black or African American,Racial or Ethnicity
165677,Anti-Black or African American,Racial or Ethnicity
165678,Anti-Black or African American,Racial or Ethnicity
165679,Anti-Asian,Racial or Ethnicity
165680,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165681,Anti-Mental Disability,Disability
165682,Anti-Black or African American,Racial or Ethnicity
165683,Anti-Black or African American,Racial or Ethnicity
165684,Anti-Black or African American,Racial or Ethnicity
165685,Anti-Islamic (Muslim),Religion or Belief
165686,Anti-White,Racial or Ethnicity
165687,Anti-Islamic (Muslim),Religion or Belief
165688,Anti-White,Racial or Ethnicity
165689,Anti-White,Racial or Ethnicity
165690,Anti-White,Racial or Ethnicity
165691,Anti-White,Racial or Ethnicity
165692,Anti-Black or African American,Racial or Ethnicity
165693,Anti-Black or African American,Racial or Ethnicity
165694,Anti-Black or African American,Racial or Ethnicity
165695,Anti-Black or African American,Racial or Ethnicity
165696,Anti-Black or African American,Racial or Ethnicity
165697,Anti-Gay (Male),Sexual Orientation
165698,Anti-Black or African American,Racial or Ethnicity
165699,Anti-Gay (Male),Sexual Orientation
165700,Anti-Black or African American,Racial or Ethnicity
165701,Anti-Black or African American,Racial or Ethnicity
165702,Anti-White,Racial or Ethnicity
165703,Anti-White,Racial or Ethnicity
165704,Anti-Gay (Male),Sexual Orientation
165705,Anti-Black or African American,Racial or Ethnicity
165706,Anti-Gay (Male),Sexual Orientation
165707,Anti-Mental Disability,Disability
165708,Anti-Hispanic or Latino,Racial or Ethnicity
165709,Anti-White,Racial or Ethnicity
165710,"Anti-Multiple Religions, Group",Religion or Belief
165711,Anti-Atheism/Agnosticism,Religion or Belief
165712,Anti-Black or African American,Racial or Ethnicity
165713,Anti-Jewish,Religion or Belief
165714,Anti-White,Racial or Ethnicity
165715,Anti-Lesbian (Female),Sexual Orientation
165716,Anti-Other Religion,Religion or Belief
165717,Anti-Black or African American,Racial or Ethnicity
165718,Anti-Jewish,Religion or Belief
165719,Anti-Black or African American,Racial or Ethnicity
165720,Anti-White,Racial or Ethnicity
165721,Anti-Black or African American,Racial or Ethnicity
165722,Anti-Asian,Racial or Ethnicity
165723,Anti-Heterosexual,Gender Identity
165724,Anti-Black or African American,Racial or Ethnicity
165725,Anti-Black or African American,Racial or Ethnicity
165726,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
165727,Anti-Black or African American,Racial or Ethnicity
165728,Anti-Other Religion,Religion or Belief
165729,Anti-Black or African American,Racial or Ethnicity
165730,Anti-Black or African American,Racial or Ethnicity
165731,Anti-Black or African American,Racial or Ethnicity
165732,Anti-White,Racial or Ethnicity
165733,Anti-Hispanic or Latino,Racial or Ethnicity
165734,Anti-Black or African American,Racial or Ethnicity
165735,Anti-Black or African American,Racial or Ethnicity
165736,"Anti-Multiple Races, Group",Racial or Ethnicity
165737,Anti-Black or African American,Racial or Ethnicity
165738,Anti-White,Racial or Ethnicity
165739,Anti-Gay (Male),Sexual Orientation
165740,Anti-Black or African American,Racial or Ethnicity
165741,Anti-Black or African American,Racial or Ethnicity
165742,Anti-White,Racial or Ethnicity
165743,Anti-White,Racial or Ethnicity
165744,Anti-Black or African American,Racial or Ethnicity
165745,Anti-Black or African American,Racial or Ethnicity
165746,Anti-Black or African American,Racial or Ethnicity
165747,Anti-Black or African American,Racial or Ethnicity
165748,Anti-White,Racial or Ethnicity
165749,Anti-Black or African American,Racial or Ethnicity
165750,Anti-White,Racial or Ethnicity
165751,Anti-White,Racial or Ethnicity
165752,Anti-White,Racial or Ethnicity
165753,Anti-White,Racial or Ethnicity
165754,Anti-Black or African American,Racial or Ethnicity
165755,Anti-Jewish,Religion or Belief
165756,Anti-Female,Gender
165757,Anti-Black or African American,Racial or Ethnicity
165758,Anti-White,Racial or Ethnicity
165759,Anti-Black or African American,Racial or Ethnicity
165760,Anti-White,Racial or Ethnicity
165761,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
165762,Anti-Gay (Male),Sexual Orientation
165763,Anti-Black or African American,Racial or Ethnicity
165764,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165765,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165766,Anti-Hispanic or Latino,Racial or Ethnicity
165767,Anti-Black or African American,Racial or Ethnicity
165768,Anti-Black or African American,Racial or Ethnicity
165769,Anti-Jewish,Religion or Belief
165770,Anti-Black or African American,Racial or Ethnicity
165771,Anti-White,Racial or Ethnicity
165772,Anti-Gay (Male),Sexual Orientation
165773,Anti-Black or African American,Racial or Ethnicity
165774,Anti-Black or African American,Racial or Ethnicity
165775,Anti-Black or African American,Racial or Ethnicity
165776,Anti-White,Racial or Ethnicity
165777,Anti-Black or African American,Racial or Ethnicity
165778,Anti-Black or African American,Racial or Ethnicity
165779,Anti-White,Racial or Ethnicity
165780,Anti-White,Racial or Ethnicity
165781,Anti-White,Racial or Ethnicity
165782,Anti-White,Racial or Ethnicity
165783,Anti-White,Racial or Ethnicity
165784,Anti-White,Racial or Ethnicity
165785,Anti-White,Racial or Ethnicity
165786,Anti-White,Racial or Ethnicity
165787,Anti-Black or African American,Racial or Ethnicity
165788,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165789,Anti-White,Racial or Ethnicity
165790,Anti-Jewish,Religion or Belief
165791,Anti-Hispanic or Latino,Racial or Ethnicity
165792,Anti-Hispanic or Latino,Racial or Ethnicity
165793,"Anti-Multiple Races, Group",Racial or Ethnicity
165794,Anti-Gay (Male),Sexual Orientation
165795,Anti-White,Racial or Ethnicity
165796,Anti-White,Racial or Ethnicity
165797,Anti-Bisexual,Sexual Orientation
165798,Anti-Jewish,Religion or Belief
165799,Anti-Gay (Male),Sexual Orientation
165800,Anti-Protestant,Religion or Belief
165801,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165802,Anti-Gay (Male),Sexual Orientation
165803,Anti-Black or African American,Racial or Ethnicity
165804,Anti-Black or African American,Racial or Ethnicity
165805,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
165806,Anti-Black or African American,Racial or Ethnicity
165807,Anti-White,Racial or Ethnicity
165808,Anti-Jewish,Religion or Belief
165809,Anti-Black or African American,Racial or Ethnicity
165810,Anti-Black or African American,Racial or Ethnicity
165811,Anti-Jewish,Religion or Belief
165812,Anti-Black or African American,Racial or Ethnicity
165813,Anti-Gay (Male),Sexual Orientation
165814,Anti-Black or African American,Racial or Ethnicity
165815,"Anti-Multiple Races, Group",Racial or Ethnicity
165816,Anti-Black or African American,Racial or Ethnicity
165817,Anti-Jewish,Religion or Belief
165818,Anti-Jewish,Religion or Belief
165819,Anti-Black or African American,Racial or Ethnicity
165820,Anti-Black or African American,Racial or Ethnicity
165821,Anti-Black or African American,Racial or Ethnicity
165822,Anti-White,Racial or Ethnicity
165823,Anti-Islamic (Muslim),Religion or Belief
165824,Anti-Black or African American,Racial or Ethnicity
165825,Anti-Jewish,Religion or Belief
165826,Anti-Black or African American,Racial or Ethnicity
165827,Anti-Black or African American,Racial or Ethnicity
165828,"Anti-Multiple Religions, Group",Religion or Belief
165829,Anti-Black or African American,Racial or Ethnicity
165830,Anti-Black or African American,Racial or Ethnicity
165831,Anti-Asian,Racial or Ethnicity
165832,Anti-Jewish,Religion or Belief
165833,Anti-Black or African American,Racial or Ethnicity
165834,Anti-Other Religion,Religion or Belief
165835,Anti-Black or African American,Racial or Ethnicity
165836,Anti-Black or African American,Racial or Ethnicity
165837,Anti-Black or African American,Racial or Ethnicity
165838,Anti-Black or African American,Racial or Ethnicity
165839,Anti-Jewish,Religion or Belief
165840,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165841,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
165842,Anti-Black or African American,Racial or Ethnicity
165843,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
165844,Anti-Other Religion,Religion or Belief
165845,Anti-Mental Disability,Disability
165846,Anti-Gay (Male),Sexual Orientation
165846,Anti-Islamic (Muslim),Religion or Belief
165847,"Anti-Multiple Religions, Group",Religion or Belief
165848,"Anti-Multiple Religions, Group",Religion or Belief
165849,Anti-Hispanic or Latino,Racial or Ethnicity
165850,Anti-Black or African American,Racial or Ethnicity
165851,Anti-White,Racial or Ethnicity
165852,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165853,Anti-Black or African American,Racial or Ethnicity
165854,Anti-Black or African American,Racial or Ethnicity
165855,Anti-Black or African American,Racial or Ethnicity
165856,Anti-Black or African American,Racial or Ethnicity
165857,Anti-Black or African American,Racial or Ethnicity
165858,Anti-Hispanic or Latino,Racial or Ethnicity
165859,Anti-American Indian or Alaska Native,Racial or Ethnicity
165860,Anti-Black or African American,Racial or Ethnicity
165861,Anti-Gay (Male),Sexual Orientation
165862,Anti-White,Racial or Ethnicity
165863,Anti-Lesbian (Female),Sexual Orientation
165864,Anti-Black or African American,Racial or Ethnicity
165865,Anti-Black or African American,Racial or Ethnicity
165866,Anti-Islamic (Muslim),Religion or Belief
165867,Anti-Black or African American,Racial or Ethnicity
165868,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165869,Anti-Gay (Male),Sexual Orientation
165870,Anti-Gay (Male),Sexual Orientation
165871,Anti-Black or African American,Racial or Ethnicity
165872,Anti-Male,Gender Identity
165873,Anti-White,Racial or Ethnicity
165874,Anti-Black or African American,Racial or Ethnicity
165875,Anti-Black or African American,Racial or Ethnicity
165876,Anti-Black or African American,Racial or Ethnicity
165877,Anti-Lesbian (Female),Sexual Orientation
165878,Anti-Lesbian (Female),Sexual Orientation
165879,Anti-Black or African American,Racial or Ethnicity
165880,Anti-Heterosexual,Gender Identity
165881,Anti-American Indian or Alaska Native,Racial or Ethnicity
165882,Anti-Black or African American,Racial or Ethnicity
165883,Anti-Female,Gender
165884,Anti-Black or African American,Racial or Ethnicity
165885,Anti-Black or African American,Racial or Ethnicity
165886,Anti-White,Racial or Ethnicity
165887,Anti-Islamic (Muslim),Religion or Belief
165888,Anti-Islamic (Muslim),Religion or Belief
165889,Anti-Islamic (Muslim),Religion or Belief
165890,Anti-Black or African American,Racial or Ethnicity
165891,Anti-White,Racial or Ethnicity
165892,Anti-Black or African American,Racial or Ethnicity
165893,Anti-Other Religion,Religion or Belief
165894,Anti-Black or African American,Racial or Ethnicity
165895,Anti-Gay (Male),Sexual Orientation
165896,Anti-Black or African American,Racial or Ethnicity
165897,Anti-Black or African American,Racial or Ethnicity
165898,Anti-Black or African American,Racial or Ethnicity
165899,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165900,Anti-Jewish,Religion or Belief
165901,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165902,"Anti-Multiple Races, Group",Racial or Ethnicity
165903,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165904,Anti-Black or African American,Racial or Ethnicity
165905,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165906,Anti-Jewish,Religion or Belief
165907,Anti-Black or African American,Racial or Ethnicity
165908,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165909,Anti-Black or African American,Racial or Ethnicity
165910,Anti-Black or African American,Racial or Ethnicity
165911,Anti-White,Racial or Ethnicity
165912,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
165913,Anti-Jewish,Religion or Belief
165914,Anti-White,Racial or Ethnicity
165915,Anti-Black or African American,Racial or Ethnicity
165916,Anti-Black or African American,Racial or Ethnicity
165917,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
165918,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
165919,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165920,Anti-Black or African American,Racial or Ethnicity
165921,Anti-Black or African American,Racial or Ethnicity
165922,Anti-Black or African American,Racial or Ethnicity
165923,Anti-Black or African American,Racial or Ethnicity
165924,Anti-Other Race/Ethnicity/Ancestry,Racial or Ethnicity
165925,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Sexual Orientation
165926,Anti-Black or African American,Racial or Ethnicity
165927,Anti-Black or African American,Racial or Ethnicity
165928,Anti-Jewish,Religion or Belief
165929,Anti-Black or African American,Racial or Ethnicity
